corpus,chunk1,chunk2
vádoltak,vádolt,ak
strand,st,rand
együttérzés,együtt,érzés
táncosok,táncos,ok
rohad,ro,had
vendégei,vendég,ei
nővéremnek,nővérem,nek
ügyből,ügy,ből
ősrégi,ős,régi
flörtölni,flört,ölni
flörtölni,flörtöl,ni
pazarold,pazar,old
egyikünket,egyikünk,et
számítottak,számított,ak
eszement,esze,ment
múltad,múlt,ad
vietnámban,vietnám,ban
hotelből,hotel,ből
arcodba,arcod,ba
lakoma,la,koma
munkatárs,munka,társ
bárkinél,bárki,nél
énemet,énem,et
terhelő,terhe,lő
borsó,bor,só
telefonáljon,telefonál,jon
telefonáljon,telefonálj,on
testvéremnek,testvérem,nek
mcgarrett,mc,garrett
töltsön,tölts,ön
szellemekkel,szellemek,kel
otthagyja,ott,hagyja
minő,mi,nő
mesternek,mester,nek
johanna,jo,hanna
johanna,johan,na
válasszak,válassz,ak
izével,izé,vel
francnak,franc,nak
sorrend,sor,rend
órámat,órám,at
éred,ér,ed
ikertestvére,iker,testvére
bármennyit,bár,mennyit
tanulja,tanul,ja
térfigyelő,tér,figyelő
hitelkártyáját,hitel,kártyáját
látványa,lát,ványa
látványa,látván,ya
yuan,yu,an
patkányokat,patkányok,at
lövésem,lövés,em
melleid,melle,id
riadót,ri,adót
gondban,gond,ban
kétszeres,kétszer,es
hagyhatta,hagyhat,ta
salt,sa,lt
képzelte,képzel,te
titkomat,titkom,at
félévben,fél,évben
hajómat,hajóm,at
úrtól,úr,tól
sodorni,sodor,ni
robby,rob,by
kapcsolatotok,kapcsolatot,ok
testének,test,ének
tagjainak,tagjai,nak
maradnánk,mar,adnánk
izgatottnak,izgatott,nak
lábukat,lábuk,at
barátomtól,barátom,tól
vádolta,vádol,ta
dead,de,ad
teremtve,teremt,ve
bántanak,bánta,nak
látó,lá,tó
nézheted,néz,heted
nézheted,nézhet,ed
sokaknak,sokak,nak
kompromisszumot,kompromisszum,ot
érdeme,érd,eme
gyűlölnek,gyűlöl,nek
útvonalon,út,vonalon
útvonalon,útvonal,on
gyanúsan,gyanú,san
gyanúsan,gyanús,an
meneküljön,menekül,jön
meneküljön,menekülj,ön
amerikaiaknak,amerikaiak,nak
testüket,testük,et
véremet,vére,met
véremet,vérem,et
zavarjuk,zavarj,uk
jóisten,jó,isten
kuzinom,kuzin,om
többféle,több,féle
dologtól,dolog,tól
mentetted,men,tetted
mentetted,ment,etted
mentetted,mentett,ed
halloweenkor,halloween,kor
melleit,melle,it
férjednek,férjed,nek
járom,jár,om
hálóba,háló,ba
fidel,fi,del
kézírása,kéz,írása
raju,ra,ju
műsorom,mű,sorom
műsorom,műsor,om
méterről,méter,ről
moses,mos,es
lévén,lé,vén
higgadjon,higgadj,on
várossal,város,sal
engemet,engem,et
penész,pen,ész
címed,cím,ed
pápá,pá,pá
vágytól,vágy,tól
dobozból,doboz,ból
takarja,ta,karja
takarja,takar,ja
real,re,al
marhahús,marha,hús
képességeimet,képességei,met
képességeimet,képességeim,et
szolgáltatni,szolgáltat,ni
alkat,al,kat
láthatáron,lát,határon
láthatáron,láthat,áron
narancsot,narancs,ot
harcoljak,harcolj,ak
toronyba,torony,ba
szekér,sze,kér
juice,ju,ice
golyóim,golyó,im
linden,lin,den
denver,den,ver
alvilági,al,világi
lakásodban,lakásod,ban
szülinapomra,szülinapom,ra
hazaérsz,haza,érsz
kelnek,kel,nek
hasonlókat,hasonló,kat
hasonlókat,hasonlók,at
atyaisten,atya,isten
szádban,szád,ban
centivel,centi,vel
nagyim,nagy,im
észreveszik,észre,veszik
tudományosan,tudomány,osan
tudományosan,tudományos,an
jelennek,jel,ennek
jelennek,jelen,nek
élőlények,élő,lények
látszatot,látszat,ot
díszes,dísz,es
nehezebben,nehezebb,en
nino,ni,no
eszközökkel,eszközök,kel
máson,má,son
máson,más,on
kádba,kád,ba
hullanak,hulla,nak
emeletről,emelet,ről
faye,fa,ye
rúgta,rúg,ta
kódok,kód,ok
táborból,tábor,ból
alantas,alant,as
barátságtalan,barátság,talan
hasznosnak,hasznos,nak
swanson,swan,son
nyomán,nyom,án
látás,lát,ás
humoros,humor,os
munkámmal,munkám,mal
szememnek,szemem,nek
álmodok,álmod,ok
félreértett,félre,értett
füstölt,füst,ölt
tanúkat,tanú,kat
tanúkat,tanúk,at
szerencsejátékos,szerencse,játékos
szerencsejátékos,szerencsejáték,os
ujjaid,ujja,id
maradhatna,mar,adhatna
maradhatna,maradhat,na
adhatja,adhat,ja
szádból,szád,ból
szívott,szív,ott
gazembert,gaz,embert
faszomat,faszom,at
indultál,indul,tál
indultál,indult,ál
éspedig,és,pedig
védelmezője,védelmező,je
húztak,húz,tak
hivatalba,hivatal,ba
festés,fest,és
lányomról,lányom,ról
tárcámat,tárcám,at
perceken,perce,ken
perceken,percek,en
szándékai,szándék,ai
kendőt,kend,őt
lost,lo,st
csapot,csap,ot
hánytam,hány,tam
hánytam,hányt,am
színre,szín,re
lányért,lány,ért
lányért,lányé,rt
izzadok,izzad,ok
vendégeknek,vendégek,nek
időjárást,idő,járást
bérgyilkost,bér,gyilkost
vétettem,vétett,em
hősi,hő,si
önkéntesek,önként,esek
flörtöl,flört,öl
korra,kor,ra
féregjárat,féreg,járat
amelyiken,amelyik,en
amos,am,os
valamink,val,amink
valamink,vala,mink
ünnepségre,ünnepség,re
közönségnek,közönség,nek
papnak,pap,nak
mountain,mount,ain
kalapját,ka,lapját
kalapját,kal,apját
pontnál,pont,nál
fáradtságot,fáradtság,ot
szolgáltak,szolgál,tak
szolgáltak,szolgált,ak
merényletet,merénylet,et
deok,de,ok
etti,et,ti
példakép,példa,kép
zaklatja,zaklat,ja
nyilvántartás,nyilván,tartás
kapóra,kap,óra
misa,mi,sa
szívesek,szív,esek
hűségesek,hűség,esek
énekli,ének,li
véleményen,vélemény,en
hosszútávú,hosszú,távú
gyanúsnak,gyanús,nak
építettünk,épít,ettünk
gondolattal,gondolat,tal
kocsinál,ko,csinál
kocsinál,kocsi,nál
kocsinál,kocsin,ál
tanulmányok,tanulmány,ok
tesztre,teszt,re
rémálma,rém,álma
követelt,köve,telt
bűntársa,bűn,társa
jóbarátok,jó,barátok
jóbarátok,jóbarát,ok
gránátot,gránát,ot
hozzáér,hozzá,ér
della,del,la
fenyegetni,fenyeget,ni
kérdéseimre,kérdéseim,re
pacsi,pa,csi
boldogságra,boldogság,ra
ígéretem,ígéret,em
rajtakaptam,rajta,kaptam
poole,po,ole
head,he,ad
számítógépét,számító,gépét
mira,mi,ra
rablásért,rablás,ért
zuhanyzóban,zuhanyzó,ban
vámpírokat,vámpírok,at
törvényeit,törvénye,it
tönkreteszik,tönkre,teszik
lufi,lu,fi
fejezed,feje,zed
másoktól,mások,tól
testvérének,test,vérének
testvérének,testvér,ének
szemközti,szem,közti
nagyokat,nagyok,at
részletekkel,részletek,kel
istennője,isten,nője
istennője,istennő,je
fegyvernek,fegyver,nek
pihenőt,pihen,őt
állapotot,állapot,ot
posztot,poszt,ot
nyílás,nyíl,ás
véghezvinni,véghez,vinni
vidéket,vidék,et
koromig,korom,ig
dolgoktól,dolgok,tól
őrzője,őrző,je
üzlethez,üzlet,hez
sodorja,sodor,ja
szoktatok,szokta,tok
kerülhetek,kerül,hetek
töltsem,tölt,sem
töltsem,tölts,em
maja,ma,ja
fogadjátok,fog,adjátok
szeretetből,szeretet,ből
karjaiba,karjai,ba
régit,rég,it
gyanúba,gyanú,ba
kutatott,kutat,ott
térképe,tér,képe
fogaim,foga,im
esküdteket,esküdtek,et
szájára,száj,ára
autóhoz,au,tóhoz
autóhoz,autó,hoz
hagyhat,hagy,hat
területem,terület,em
goodman,good,man
starbuck,star,buck
léphetek,lép,hetek
láthatott,lát,hatott
láthatott,láthat,ott
robbanószer,robbanó,szer
páncélos,páncél,os
lifttel,lift,tel
skywalker,sky,walker
darabjaira,darabja,ira
darabjaira,darabjai,ra
angelina,ange,lina
szenvedtél,szenved,tél
parancsnokkal,parancsnok,kal
sajátja,saját,ja
használnia,használ,nia
tumort,tu,mort
zárás,zár,ás
haverokkal,haver,okkal
haverokkal,haverok,kal
ajánlatomat,ajánlatom,at
törpék,tör,pék
mackey,mac,key
halhatok,halhat,ok
jameson,james,on
hell,he,ll
asher,as,her
asher,ash,er
kezeimet,kezei,met
kezeimet,kezeim,et
bírságot,bírság,ot
keveredni,kevered,ni
professzornak,professzor,nak
kompot,komp,ot
reptérről,reptér,ről
hangosak,hangos,ak
centit,cent,it
péntekig,péntek,ig
állatoknak,állatok,nak
csípni,csíp,ni
unokatestvéred,unoka,testvéred
unokatestvéred,unokatestvér,ed
bízzatok,bízza,tok
zűrzavart,zűr,zavart
forognak,forog,nak
hobbija,hobbi,ja
járnál,jár,nál
szendvicseket,szendvicsek,et
virágokkal,virág,okkal
virágokkal,virágok,kal
világháborúban,világ,háborúban
világháborúban,világháború,ban
szerezzenek,szerezze,nek
ölhette,ölhet,te
maradványai,maradvány,ai
egyeseknek,egyesek,nek
szövetet,szövet,et
víztől,víz,től
tartogattam,tartogat,tam
marsi,mar,si
ilyenekre,ilyenek,re
csatatéren,csata,téren
csatatéren,csatatér,en
üvegből,üveg,ből
hazaértünk,haza,értünk
passzban,passz,ban
őrnagyot,őr,nagyot
őrnagyot,őrnagy,ot
válaszolna,válaszol,na
szabott,szab,ott
kezdheti,kezd,heti
mako,ma,ko
bármelyiket,bár,melyiket
bármelyiket,bármelyik,et
sebészet,sebész,et
játékom,játék,om
robbanóanyag,robbanó,anyag
számból,szám,ból
hallgattak,hallgat,tak
öcsémmel,öcsém,mel
iszonyatosan,iszonyat,osan
iszonyatosan,iszonyatos,an
alattam,alatt,am
fedez,fed,ez
taxisofőr,taxi,sofőr
ügynökséget,ügynökség,et
pisi,pi,si
műsorát,mű,sorát
jóváhagyta,jóvá,hagyta
bűneiért,bűnei,ért
államnak,állam,nak
készítve,készít,ve
mentsem,ment,sem
mentsem,ments,em
szúrja,szúr,ja
yoko,yo,ko
dolgozzatok,dolgozza,tok
fegyveresek,fegyver,esek
sminket,smink,et
westen,wes,ten
westen,west,en
tárgyalok,tárgyal,ok
köteléket,kötelék,et
parancsolja,parancsol,ja
ízléses,ízlés,es
ostobának,ostobán,ak
iszod,is,zod
álltatok,állta,tok
egészségesek,egészség,esek
részmunkaidős,rész,munkaidős
gépház,gép,ház
orromat,orrom,at
támadásnak,támad,ásnak
támadásnak,támadás,nak
ujjlenyomatait,ujjlenyomata,it
dobva,dob,va
telefonba,telefon,ba
inna,in,na
fülig,fül,ig
gyerekkorunkban,gyerek,korunkban
gyerekkorunkban,gyerekkorunk,ban
rákerestem,rá,kerestem
nőjön,nő,jön
nőjön,nőj,ön
vigyáznál,vigyáz,nál
vágjon,vág,jon
vágjon,vágj,on
lakásomat,lakásom,at
jutnia,jut,nia
fájlok,fájl,ok
láncszem,lánc,szem
láma,lá,ma
rendelet,rendel,et
ugyanezen,ugyan,ezen
ugyanezen,ugyanez,en
vezérigazgatója,vezér,igazgatója
vezérigazgatója,vezérigazgató,ja
alapokat,alapok,at
emmy,em,my
vírussal,vírus,sal
fokot,fok,ot
ugyanannak,ugyan,annak
köszöntelek,köszön,telek
hátvéd,hát,véd
bánatos,bánat,os
szerepre,szerep,re
amelyre,amely,re
térde,tér,de
sárba,sár,ba
enyémnek,enyém,nek
évekre,évek,re
remy,re,my
olyasmiket,olyas,miket
olyasmiket,olyasmi,ket
helyrehozom,helyre,hozom
klingonok,klingon,ok
tarthatja,tarthat,ja
műsorba,mű,sorba
műsorba,műsor,ba
webb,we,bb
stanford,stan,ford
vágtál,vág,tál
bonyolultak,bonyolult,ak
léphetnek,léphet,nek
vízért,víz,ért
ilyent,il,yent
forgatáson,forgatás,on
tinik,ti,nik
helyettünk,hely,ettünk
világunkban,világunk,ban
erejüket,erejük,et
embereimmel,embereim,mel
logikusan,logikus,an
sajtóval,sajtó,val
másféle,más,féle
bántana,bánt,ana
bántana,bánta,na
dakota,da,kota
péntekre,péntek,re
játszmát,játsz,mát
poharakat,poharak,at
nekiment,neki,ment
milliárdot,milliárd,ot
gyakorlatias,gyakorlati,as
gyerekekhez,gyerekek,hez
kendall,kend,all
mennyből,menny,ből
ihletet,ihlet,et
köss,kö,ss
tisztem,tiszt,em
esélyei,esély,ei
kormányzónak,kormányzó,nak
civileket,civilek,et
tűzet,tűz,et
sógornő,sógor,nő
hansen,han,sen
hansen,hans,en
hordta,hord,ta
árnyékok,árnyék,ok
kerülje,kerül,je
parkolóba,parkoló,ba
haladjon,hal,adjon
haladjon,halad,jon
haladjon,haladj,on
tanítottad,tanított,ad
hányinger,hány,inger
edzőteremben,edző,teremben
szereped,szerep,ed
fogyni,fogy,ni
irodának,irodán,ak
gyerekeimnek,gyerekeim,nek
álnév,ál,név
követelek,köve,telek
mindkettőtök,mind,kettőtök
mindkettőtök,mindkettő,tök
mindkettőtök,mindkettőt,ök
készültök,kész,ültök
készültök,készül,tök
készültök,készült,ök
partija,parti,ja
júniusban,június,ban
verés,ve,rés
verés,ver,és
kézből,kéz,ből
gondolkozzam,gondolkozz,am
merülve,mer,ülve
merülve,merül,ve
tulajdonosok,tulajdonos,ok
seggfejet,segg,fejet
seggfejet,seggfej,et
tönkreteszem,tönkre,teszem
tönkreteszem,tönkretesz,em
hajléktalanok,hajléktalan,ok
lovakkal,lovak,kal
centiméter,centi,méter
órának,órán,ak
olyasvalakivel,olyas,valakivel
olyasvalakivel,olyasvalaki,vel
mellét,mel,lét
nyilvánosságot,nyilvánosság,ot
hazamehetek,haza,mehetek
féken,fék,en
gyerekének,gyerek,ének
ajándéknak,ajándék,nak
jöhetnél,jöhet,nél
szexért,szex,ért
lowe,lo,we
útálom,út,álom
családos,család,os
ötletei,ötlet,ei
vezetéknevét,vezeték,nevét
másikhoz,másik,hoz
stand,st,and
árvíz,ár,víz
büntetésem,büntetés,em
mentve,ment,ve
kapcsolatosan,kapcsolat,osan
kapcsolatosan,kapcsolatos,an
demo,de,mo
going,go,ing
gyermekemet,gyermeke,met
gyermekemet,gyermekem,et
lángot,láng,ot
hazavisz,haza,visz
számítson,számít,son
számítson,számíts,on
bizottságban,bizottság,ban
bűnözőkkel,bűnözők,kel
bántál,bánt,ál
vernek,ver,nek
húgoddal,húgod,dal
számról,szám,ról
lábaddal,lábad,dal
eredményes,eredmény,es
szexista,szexis,ta
szülőkkel,szülők,kel
hangsúly,hang,súly
gyufa,gyu,fa
helyszínét,hely,színét
edwin,ed,win
szakaszban,szakasz,ban
weed,we,ed
ugyancsak,ugyan,csak
villámcsapás,villám,csapás
krista,kris,ta
dobjon,dob,jon
dobjon,dobj,on
tankot,tank,ot
üresnek,üres,nek
kutatva,kutat,va
vádalkut,vád,alkut
emlékeztetnek,emlékeztet,nek
darling,dar,ling
sykes,sy,kes
okozhatja,okozhat,ja
isteneket,istene,ket
isteneket,istenek,et
goldman,gold,man
zebra,zeb,ra
szabaduljon,szabadul,jon
szabaduljon,szabadulj,on
takarítónő,takarító,nő
akadnak,ak,adnak
akadnak,akad,nak
kutyáknak,kutyák,nak
embereimnek,embereim,nek
számítva,számít,va
nara,na,ra
hitetni,hitet,ni
rugót,ru,gót
bántsanak,bántsa,nak
városom,város,om
főváros,fő,város
mise,mi,se
agyamban,agyam,ban
törzset,törzs,et
képviselőt,képvisel,őt
látomások,látom,ások
látomások,látomás,ok
találka,talál,ka
gyártott,gyárt,ott
anyajegy,anya,jegy
fenyegetésnek,fenyegetés,nek
tojással,tojás,sal
zsebkendőt,zseb,kendőt
a.j.,a.,j.
úgysincs,úgy,sincs
samson,sam,son
korunkban,korunk,ban
csekkeket,csekkek,et
testemen,teste,men
testemen,testem,en
nyomodban,nyomod,ban
munkámhoz,munkám,hoz
törted,tör,ted
törted,tört,ed
mattie,matt,ie
képről,kép,ről
utasítására,utasítás,ára
wilcox,wil,cox
lábnyomok,láb,nyomok
lábnyomok,lábnyom,ok
hétfőig,hétfő,ig
határidőt,határ,időt
kaphatnak,kap,hatnak
kaphatnak,kaphat,nak
dalban,dal,ban
gyengélkedőre,gyengélkedő,re
bogarakat,bogarak,at
hyungnim,hyung,nim
alakítja,alakít,ja
teréz,te,réz
pillanatokban,pillanatok,ban
jöhetne,jöhet,ne
goodwin,good,win
kulcsai,kulcs,ai
tapasztalatlan,tapasztalat,lan
gyerekeinek,gyerekei,nek
fergus,fer,gus
fergus,ferg,us
cirkuszban,cirkusz,ban
egyikkel,egyik,kel
búvár,bú,vár
mennyországba,menny,országba
mennyországba,mennyország,ba
szalon,szal,on
szabadnapos,szabad,napos
szabadnapos,szabadna,pos
szabadnapos,szabadnap,os
rendbejön,rendbe,jön
willa,wil,la
nemár,ne,már
nemár,nem,ár
amelyiknek,amelyik,nek
jópár,jó,pár
háromból,három,ból
közöltem,köz,öltem
közöltem,közölt,em
isis,is,is
veer,ve,er
filmről,film,ről
nagyobbra,nagyobb,ra
napnyugta,nap,nyugta
hazugságban,hazugság,ban
műtétem,műtét,em
polgármestere,polgár,mestere
csapd,csa,pd
fiataloknak,fiatalok,nak
nyernem,nyer,nem
köszike,kö,szike
köszike,kösz,ike
köszike,köszi,ke
együttérzést,együtt,érzést
városról,város,ról
rátámadt,rá,támadt
bobot,bo,bot
bobot,bob,ot
lowell,lo,well
lowell,lowe,ll
osztálynak,osztály,nak
gépén,gép,én
szokásosnál,szokásos,nál
fegyverszünetet,fegyver,szünetet
fegyverszünetet,fegyverszünet,et
boomer,boo,mer
boomer,boom,er
figyelne,figyel,ne
csatlakozhatok,csatlakozhat,ok
géphez,gép,hez
motorok,mo,torok
motorok,motor,ok
raina,rai,na
helyrehozzuk,helyre,hozzuk
mennydörgés,menny,dörgés
egyesülés,egyes,ülés
egyesülés,egyesül,és
hozhatom,hozhat,om
dallamot,dallam,ot
hercegnője,herceg,nője
hercegnője,hercegnő,je
biztosat,biztos,at
ezeknél,ezek,nél
yume,yu,me
kezünket,kezünk,et
határát,hat,árát
állatnak,állat,nak
üldögélni,üldögél,ni
homo,ho,mo
híred,hír,ed
tisztviselő,tiszt,viselő
lélekkel,lélek,kel
ragyogóan,ragyogó,an
ismételten,ismételt,en
szálltál,száll,tál
szálltál,szállt,ál
szabályaim,szabálya,im
gyermekkori,gyermek,kori
járattal,járat,tal
táskákat,táskák,at
istenről,isten,ről
katonákkal,katonák,kal
munkákat,munkák,at
hazaérünk,haza,érünk
végrendelet,vég,rendelet
csótányok,csótány,ok
családunkban,családunk,ban
munkatársai,munka,társai
munkatársai,munkatárs,ai
mernek,mer,nek
novak,no,vak
utánna,után,na
segédje,segéd,je
nyitnak,nyit,nak
fokhagyma,fok,hagyma
részvényeket,részvények,et
fickókkal,fickók,kal
létrehozta,létre,hozta
létrehozta,létrehoz,ta
keverve,ke,verve
keverve,kever,ve
játszótéren,játszó,téren
játszótéren,játszótér,en
asztalánál,asztalán,ál
szóból,szó,ból
védőügyvéd,védő,ügyvéd
picike,pici,ke
zsákutcába,zsák,utcába
finomnak,finom,nak
játszatok,játsza,tok
kabin,ka,bin
követelte,követel,te
kérdéseire,kérdései,re
fokra,fok,ra
terroristákkal,terroristák,kal
szolgálatba,szolgálat,ba
tájékoztasson,tájékoztass,on
ünnepélyesen,ünnepélyes,en
fővárosba,fő,városba
fővárosba,főváros,ba
szöulba,szöul,ba
bobo,bo,bo
tanuljak,tanulj,ak
éved,év,ed
érdekei,érdek,ei
bújjon,bújj,on
weiss,wei,ss
kölyköknek,kölykök,nek
mondtok,mond,tok
tiszteled,tisztel,ed
szenvedélyem,szenvedély,em
ajtótól,ajtó,tól
szöulban,szöul,ban
tetteiért,tettei,ért
teljesül,teljes,ül
ramos,ra,mos
ramos,ram,os
mindenkiért,mindenki,ért
mindenkiért,mindenkié,rt
intézed,intéz,ed
akadtak,ak,adtak
akadtak,akad,tak
akadtak,akadt,ak
stadionban,stadion,ban
tejes,tej,es
sérültél,sérül,tél
sérültél,sérült,él
internetet,internet,et
bácsival,bácsi,val
szabályosan,szabály,osan
szabályosan,szabályos,an
adnának,adná,nak
tányérokat,tányérok,at
filmed,film,ed
supergirl,super,girl
gépnek,gép,nek
számuk,szám,uk
magunkban,magunk,ban
késem,ké,sem
késem,kés,em
csomagban,csomag,ban
rákja,rák,ja
utasokat,utasok,at
támogatásra,támogatás,ra
csapnak,csap,nak
sajtburgert,sajt,burgert
kezelje,kezel,je
állomásról,állomás,ról
szerszám,szer,szám
vonatkozóan,vonatkozó,an
fiókot,fiók,ot
ranglétrán,rang,létrán
akcióra,akció,ra
mindamellett,mind,amellett
aranybánya,arany,bánya
sármos,sár,mos
édesanyádnak,édes,anyádnak
édesanyádnak,édesanyád,nak
kelti,kel,ti
rain,ra,in
híradó,hír,adó
nagyobbnak,nagyobb,nak
tűvel,tű,vel
következményeit,következménye,it
követned,kö,vetned
követned,követ,ned
istened,isten,ed
mellem,mell,em
másodszorra,másodszor,ra
olyasvalami,olyas,valami
fogadtad,fog,adtad
fogadtad,fogad,tad
árulónak,áru,lónak
árulónak,áruló,nak
váróban,váró,ban
hülyegyerek,hülye,gyerek
rendeznek,rendez,nek
alkatrész,alkat,rész
davidnek,david,nek
tango,tan,go
hullani,hulla,ni
húsevő,hús,evő
anyádtól,anyád,tól
willt,wil,lt
diákja,diák,ja
szemüveged,szemüveg,ed
hozzámegyek,hozzám,egyek
erkélyen,erkély,en
roma,ro,ma
félmeztelen,fél,meztelen
paranormális,para,normális
tűntök,tűnt,ök
vejem,ve,jem
igérem,ig,érem
vegas-ban,vega,s-ban
rumot,rum,ot
bútor,bú,tor
földeken,földek,en
tüzelni,tüzel,ni
telefonra,telefon,ra
lógva,lóg,va
szenet,sze,net
gondolatolvasó,gondolat,olvasó
mézet,méz,et
valakin,val,akin
házadba,házad,ba
ugorjak,ugorj,ak
kontinensen,kontinens,en
kergetni,kerget,ni
alhatok,alhat,ok
késve,kés,ve
pénztárca,pénz,tárca
edzőt,edz,őt
kapitányságon,kapitányság,on
adhatna,adhat,na
buliból,buli,ból
utalni,utal,ni
szemétládát,szemét,ládát
pine,pi,ne
hatéves,ha,téves
hatéves,hat,éves
élvezettel,élvezet,tel
termékeket,terméke,ket
termékeket,termékek,et
daviddel,david,del
centire,centi,re
szenteltem,szentelt,em
tűzijátékot,tűzijáték,ot
hallgassam,hallgass,am
o.j.,o.,j.
santana,sant,ana
santana,santa,na
mozdulatlan,mozdulat,lan
valója,való,ja
osztrák,oszt,rák
krumplival,krumpli,val
munkán,mun,kán
hazatér,haza,tér
kémet,ké,met
kémet,kém,et
szívünket,szívünk,et
jelzálogot,jelzálog,ot
bizonyítéknak,bizonyíték,nak
győztese,győzte,se
egyetértett,egyet,értett
izgatja,izgat,ja
töröltem,tör,öltem
töröltem,törölt,em
szedned,szed,ned
férjes,férj,es
gondolataidat,gondolataid,at
egyért,egy,ért
conor,con,or
harapok,harap,ok
szobatársak,szoba,társak
szobatársak,szobatárs,ak
dobnak,dob,nak
terroristákat,terroristák,at
mertél,mer,tél
mertél,mert,él
szemtanúi,szem,tanúi
tavon,ta,von
imádkozzon,imádkozz,on
melóból,meló,ból
adatbázist,adat,bázist
keltette,kel,tette
keltette,kelt,ette
támadással,támadás,sal
teve,te,ve
bibi,bi,bi
örüljön,örül,jön
örüljön,örülj,ön
ablakán,ablak,án
buja,bu,ja
frontra,front,ra
magunkról,magunk,ról
örökölt,örök,ölt
csillaghajó,csillag,hajó
hadsereggel,had,sereggel
feszültnek,feszült,nek
időszakot,időszak,ot
holmija,holmi,ja
talia,ta,lia
szerver,szer,ver
szerver,szerv,er
drama,dr,ama
általuk,által,uk
lightman,light,man
érzékelő,érzéke,lő
helyrehozza,helyre,hozza
szorított,szorít,ott
golyóit,golyó,it
matekot,matek,ot
lábadon,lába,don
lábadon,lábad,on
mérgesnek,mérges,nek
lopok,lop,ok
gyerekeivel,gyerekei,vel
nyilvánvalóvá,nyilvánvaló,vá
öveket,öve,ket
diákom,diák,om
hamuvá,hamu,vá
mari,ma,ri
délről,dél,ről
együttműködő,együtt,működő
hazafias,hazafi,as
nagyságos,nagyság,os
carlson,carl,son
boss,bo,ss
kerültök,kerül,tök
kerültök,került,ök
apaként,apa,ként
versenyből,verseny,ből
gólya,gól,ya
whitman,whit,man
fantasztikusak,fantasztikus,ak
fejen,fe,jen
fejen,fej,en
bölcsességet,bölcsesség,et
járás,jár,ás
hazamehetünk,haza,mehetünk
amúgyis,am,úgyis
amúgyis,amúgy,is
költséges,költség,es
kívánnak,kíván,nak
ráérünk,rá,érünk
halálomat,halálom,at
dobálni,dobál,ni
anyjukat,anyjuk,at
mindegyiküket,mind,egyiküket
mindegyiküket,mindegyikük,et
határozatlan,határozat,lan
orvosként,orvos,ként
dake,da,ke
díjnyertes,díj,nyertes
singer,sing,er
kapuk,kap,uk
jövőmet,jövő,met
jövőmet,jövőm,et
köteg,köt,eg
családomtól,családom,tól
történettel,történet,tel
érezheted,érez,heted
érezheted,érezhet,ed
gyerekeimmel,gyerekeim,mel
indokot,indok,ot
mosom,mos,om
alapítója,alapító,ja
vágyad,vágy,ad
munkásokat,munkások,at
ágyán,ágy,án
ilyenem,ilyen,em
holdkóros,hold,kóros
dokumentumfilmet,dokumentum,filmet
dokumentumfilmet,dokumentumfilm,et
amije,ami,je
tartományban,tartomány,ban
félév,fél,év
céged,cég,ed
teljesült,teljes,ült
nicola,ni,cola
nicola,nico,la
nagylány,nagy,lány
szexelnek,szexel,nek
holtakat,holtak,at
szomorúságot,szomorúság,ot
bubi,bu,bi
dino,di,no
akiktől,akik,től
időgép,idő,gép
dannyvel,danny,vel
székeket,széke,ket
székeket,székek,et
egyazon,egy,azon
jeleként,jele,ként
ügyfelemmel,ügyfelem,mel
seriffnek,seriff,nek
érjenek,érje,nek
vőlegényed,vőlegény,ed
munkatársak,munka,társak
munkatársak,munkatárs,ak
tesztje,teszt,je
tanultak,tanul,tak
tanultak,tanult,ak
nyakadon,nyaka,don
nyakadon,nyakad,on
tanúvallomást,tanú,vallomást
követnem,kö,vetnem
követnem,követ,nem
dodo,do,do
veszti,vesz,ti
orrodat,orrod,at
képesnek,kép,esnek
képesnek,képes,nek
dühösen,dühös,en
főnökömmel,főnököm,mel
rajiv,raj,iv
baktériumok,baktérium,ok
egan,eg,an
mahoney,ma,honey
alexnek,alex,nek
kopogás,kopog,ás
pascal,pas,cal
érdekesek,érdek,esek
parancsomra,parancsom,ra
magányosak,magányos,ak
nővéreddel,nővéred,del
rendszernek,rendszer,nek
orvostudomány,orvos,tudomány
válságban,válság,ban
törli,tör,li
muszlimok,muszlim,ok
nehézséget,nehézség,et
énekeltél,énekel,tél
énekeltél,énekelt,él
kalandot,kaland,ot
romano,roma,no
palackot,palack,ot
ügyfelemnek,ügyfelem,nek
delinda,de,linda
hárommal,három,mal
repülőgépet,repülő,gépet
repülőgépet,repülőgép,et
olyanról,olyan,ról
fegyverről,fegyver,ről
egyféleképpen,egyféle,képpen
nyolcvan,nyolc,van
szájba,száj,ba
hazámat,hazám,at
magyarázom,magyaráz,om
ismerne,is,merne
ismerne,ismer,ne
ever,ev,er
csődtömeg,csőd,tömeg
erőmű,erő,mű
lopásért,lopás,ért
üzletemberek,üzlet,emberek
szervezek,szerv,ezek
pillanatokat,pillanatok,at
szervet,szer,vet
szervet,szerv,et
régióban,régió,ban
telepesek,telep,esek
lázba,láz,ba
próbaidőn,próba,időn
vízhez,víz,hez
árokban,árok,ban
nyomnak,nyom,nak
egészséget,egészség,et
ramona,ra,mona
dolgoztatok,dolgozta,tok
tagadd,tag,add
párban,pár,ban
jövődet,jövőd,et
próbáljanak,próbálja,nak
szebben,szebb,en
verda,ver,da
ötleteim,ötlete,im
családnál,család,nál
franknek,frank,nek
szabályzatot,szabályzat,ot
azoknál,az,oknál
